STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,CLDD,HTDD,DT90,DX32,DT00,DT32,DP01,DP05,DP10,EMXP,MXSD,TPCP,TSNW,EMXT,EMNT,MMXT,MMNT,MNTM
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20000501,-9999,-9999,-9999,-9999,-9999,-9999,12,5,5,3.80,0,13.77,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20000601,-9999,-9999,-9999,-9999,-9999,-9999,5,2,0,0.76,0,2.48,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20000701,-9999,-9999,-9999,-9999,-9999,-9999,10,1,0,0.80,0,2.74,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20000801,-9999,-9999,-9999,-9999,-9999,-9999,12,4,2,6.30,0,11.78,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20000901,-9999,-9999,-9999,-9999,-9999,-9999,8,5,3,5.00,0,9.93,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20001001,-9999,-9999,-9999,-9999,-9999,-9999,7,5,2,2.20,0,6.11,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20001101,-9999,-9999,-9999,-9999,-9999,-9999,12,4,0,0.96,0,4.78,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20001201,-9999,-9999,-9999,-9999,-9999,-9999,12,5,1,2.16,0,7.42,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20010101,-9999,-9999,-9999,-9999,-9999,-9999,8,1,0,0.60,0,2.39,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20010201,-9999,-9999,-9999,-9999,-9999,-9999,10,1,0,0.50,0,3.24,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20010301,-9999,-9999,-9999,-9999,-9999,-9999,7,3,1,2.80,0,5.09,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20010401,-9999,-9999,-9999,-9999,-9999,-9999,6,1,0,0.66,0,2.66,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20010501,-9999,-9999,-9999,-9999,-9999,-9999,9,2,1,2.40,0,5.03,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20010601,-9999,-9999,-9999,-9999,-9999,-9999,2,0,0,0.15,0,0.48,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20010701,-9999,-9999,-9999,-9999,-9999,-9999,13,6,1,1.32,0,6.55,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20010801,-9999,-9999,-9999,-9999,-9999,-9999,14,2,2,2.50,0,6.23,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20010901,-9999,-9999,-9999,-9999,-9999,-9999,10,3,2,1.89,0,5.72,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20011001,-9999,-9999,-9999,-9999,-9999,-9999,17,4,3,2.25,0,7.54,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20011101,-9999,-9999,-9999,-9999,-9999,-9999,17,6,4,2.83,0,11.24,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20011201,-9999,-9999,-9999,-9999,-9999,-9999,14,7,2,1.30,0,7.44,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20020101,-9999,-9999,-9999,-9999,-9999,-9999,13,2,0,0.60,0,3.89,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20020201,-9999,-9999,-9999,-9999,-9999,-9999,7,2,0,0.57,0,2.79,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20020301,-9999,-9999,-9999,-9999,-9999,-9999,9,1,0,0.95,0,2.83,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20020401,-9999,-9999,-9999,-9999,-9999,-9999,8,6,2,2.28,0,7.81,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20020501,-9999,-9999,-9999,-9999,-9999,-9999,8,1,1,1.82,0,3.59,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20020601,-9999,-9999,-9999,-9999,-9999,-9999,12,6,3,1.68,0,7.76,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20020701,-9999,-9999,-9999,-9999,-9999,-9999,7,1,0,0.86,0,2.87,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20020801,-9999,-9999,-9999,-9999,-9999,-9999,9,2,0,0.71,0,3.09,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20020901,-9999,-9999,-9999,-9999,-9999,-9999,10,5,4,2.83,0,9.80,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20021001,-9999,-9999,-9999,-9999,-9999,-9999,9,3,0,0.78,0,4.06,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20021101,-9999,-9999,-9999,-9999,-9999,-9999,9,2,0,0.78,0,2.90,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20021201,-9999,-9999,-9999,-9999,-9999,-9999,14,3,0,0.88,0,5.71,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20030101,-9999,-9999,-9999,-9999,-9999,-9999,13,5,1,1.30,0,5.57,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20030201,-9999,-9999,-9999,-9999,-9999,-9999,19,2,0,0.59,0,5.23,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20030301,-9999,-9999,-9999,-9999,-9999,-9999,8,1,0,0.92,0,2.40,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20030401,-9999,-9999,-9999,-9999,-9999,-9999,19,7,3,2.43,0,11.19,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20030501,-9999,-9999,-9999,-9999,-9999,-9999,8,3,0,0.81,0,3.80,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20030601,-9999,-9999,-9999,-9999,-9999,-9999,9,1,0,0.50,0,2.62,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20030701,-9999,-9999,-9999,-9999,-9999,-9999,12,6,2,2.44,0,7.69,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20030801,-9999,-9999,-9999,-9999,-9999,-9999,13,5,3,3.33,0,10.18,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20030901,-9999,-9999,-9999,-9999,-9999,-9999,8,4,2,2.55,0,6.92,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20031001,-9999,-9999,-9999,-9999,-9999,-9999,6,5,3,3.85,0,9.58,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20031101,-9999,-9999,-9999,-9999,-9999,-9999,17,7,5,6.03,0,23.38,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20031201,-9999,-9999,-9999,-9999,-9999,-9999,12,4,2,4.00,0,11.22,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20040101,-9999,-9999,-9999,-9999,-9999,-9999,8,1,0,0.70,0,2.72,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20040201,-9999,-9999,-9999,-9999,-9999,-9999,9,1,0,0.55,0,2.77,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20040301,-9999,-9999,-9999,-9999,-9999,-9999,10,3,1,1.00,0,4.26,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20040401,-9999,-9999,-9999,-9999,-9999,-9999,7,1,1,1.00,0,2.34,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20040501,-9999,-9999,-9999,-9999,-9999,-9999,18,8,4,2.00,0,11.57,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20040601,-9999,-9999,-9999,-9999,-9999,-9999,11,4,2,1.27,0,5.27,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20040701,-9999,-9999,-9999,-9999,-9999,-9999,12,5,4,1.15,0,6.94,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20040801,-9999,-9999,-9999,-9999,-9999,-9999,7,2,0,0.85,0,3.09,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20040901,-9999,-9999,-9999,-9999,-9999,-9999,14,8,6,10.00,0,21.70,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20041001,-9999,-9999,-9999,-9999,-9999,-9999,9,3,1,1.15,0,4.46,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20041101,-9999,-9999,-9999,-9999,-9999,-9999,12,5,3,10.00,0,26.54,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20041201,-9999,-9999,-9999,-9999,-9999,-9999,8,0,0,0.31,0,1.62,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20050101,-9999,-9999,-9999,-9999,-9999,-9999,18,4,0,0.98,0,5.66,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20050201,-9999,-9999,-9999,-9999,-9999,-9999,6,0,0,0.41,0,1.65,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20050301,-9999,-9999,-9999,-9999,-9999,-9999,1,0,0,0.23,0,0.25,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20050401,-9999,-9999,-9999,-9999,-9999,-9999,10,1,0,0.58,0,3.39,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20050501,-9999,-9999,-9999,-9999,-9999,-9999,15,3,1,7.50,0,11.49,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20050601,-9999,-9999,-9999,-9999,-9999,-9999,13,4,1,1.75,0,6.99,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20050701,-9999,-9999,-9999,-9999,-9999,-9999,14,7,4,3.00,0,11.92,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20050801,-9999,-9999,-9999,-9999,-9999,-9999,16,3,1,1.25,0,6.04,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20050901,-9999,-9999,-9999,-9999,-9999,-9999,6,1,0,0.52,0,1.53,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20051001,-9999,-9999,-9999,-9999,-9999,-9999,14,9,7,5.80,0,20.52,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20051101,-9999,-9999,-9999,-9999,-9999,-9999,15,6,4,8.00,0,25.00,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20051201,-9999,-9999,-9999,-9999,-9999,-9999,9,5,4,4.00,0,8.99,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20060101,-9999,-9999,-9999,-9999,-9999,-9999,13,5,3,3.05,0,8.63,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20060201,-9999,-9999,-9999,-9999,-9999,-9999,7,1,0,0.54,0,2.69,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20060301,-9999,-9999,-9999,-9999,-9999,-9999,7,4,3,1.50,0,5.80,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20060401,-9999,-9999,-9999,-9999,-9999,-9999,7,2,2,3.20,0,5.36,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20060501,-9999,-9999,-9999,-9999,-9999,-9999,8,2,1,1.30,0,3.50,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20060601,-9999,-9999,-9999,-9999,-9999,-9999,18,5,4,2.90,0,10.90,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20060701,-9999,-9999,-9999,-9999,-9999,-9999,19,7,5,2.50,0,11.30,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20060801,-9999,-9999,-9999,-9999,-9999,-9999,7,5,5,2.52,0,10.47,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20060901,-9999,-9999,-9999,-9999,-9999,-9999,7,0,0,0.35,0,1.54,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20061001,-9999,-9999,-9999,-9999,-9999,-9999,22,6,3,3.00,0,10.79,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20061101,-9999,-9999,-9999,-9999,-9999,-9999,16,0,0,0.45,0,4.00,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20061201,-9999,-9999,-9999,-9999,-9999,-9999,13,4,0,0.80,0,4.72,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20070101,-9999,-9999,-9999,-9999,-9999,-9999,7,0,0,0.37,0,1.75,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20070201,-9999,-9999,-9999,-9999,-9999,-9999,3,2,0,0.56,0,1.48,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20070301,-9999,-9999,-9999,-9999,-9999,-9999,10,1,0,0.65,0,2.59,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20070401,-9999,-9999,-9999,-9999,-9999,-9999,10,2,2,1.50,0,4.29,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20070501,-9999,-9999,-9999,-9999,-9999,-9999,13,3,0,0.85,0,3.33,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20070601,-9999,-9999,-9999,-9999,-9999,-9999,9,1,0,0.65,0,3.00,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20070701,-9999,-9999,-9999,-9999,-9999,-9999,9,1,0,0.60,0,2.25,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20070801,-9999,-9999,-9999,-9999,-9999,-9999,14,5,3,3.90,0,11.88,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20070901,-9999,-9999,-9999,-9999,-9999,-9999,10,2,1,1.42,0,4.31,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20071001,-9999,-9999,-9999,-9999,-9999,-9999,20,10,8,6.25,0,26.80,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20071101,-9999,-9999,-9999,-9999,-9999,-9999,9,4,2,2.40,0,6.76,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20071201,-9999,-9999,-9999,-9999,-9999,-9999,15,5,2,4.57,0,10.19,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20080101,-9999,-9999,-9999,-9999,-9999,-9999,12,3,2,3.08,0,7.18,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20080201,-9999,-9999,-9999,-9999,-9999,-9999,11,2,0,0.68,0,3.96,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20080301,-9999,-9999,-9999,-9999,-9999,-9999,6,0,0,0.41,0,1.84,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20080401,-9999,-9999,-9999,-9999,-9999,-9999,9,4,1,2.50,0,6.51,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20080501,-9999,-9999,-9999,-9999,-9999,-9999,6,1,0,0.75,0,2.23,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20080601,-9999,-9999,-9999,-9999,-9999,-9999,10,2,0,0.85,0,3.24,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20080701,-9999,-9999,-9999,-9999,-9999,-9999,9,0,0,0.30,0,1.73,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20080801,-9999,-9999,-9999,-9999,-9999,-9999,14,5,3,2.67,0,9.64,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20080901,-9999,-9999,-9999,-9999,-9999,-9999,19,11,5,7.65,0,27.06,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20081001,-9999,-9999,-9999,-9999,-9999,-9999,11,5,2,1.33,0,6.02,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20081101,-9999,-9999,-9999,-9999,-9999,-9999,9,2,2,1.30,0,3.85,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20081201,-9999,-9999,-9999,-9999,-9999,-9999,16,0,0,0.30,0,2.78,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20090101,-9999,-9999,-9999,-9999,-9999,-9999,9,0,0,0.33,0,2.22,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20090201,-9999,-9999,-9999,-9999,-9999,-9999,8,3,1,1.00,0,3.50,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20090301,-9999,-9999,-9999,-9999,-9999,-9999,10,5,3,3.63,0,8.60,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20090401,-9999,-9999,-9999,-9999,-9999,-9999,7,2,2,1.13,0,3.01,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20090501,-9999,-9999,-9999,-9999,-9999,-9999,11,3,3,2.21,0,6.58,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20090601,-9999,-9999,-9999,-9999,-9999,-9999,18,6,2,4.65,0,10.93,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20090701,-9999,-9999,-9999,-9999,-9999,-9999,9,4,1,5.09,0,8.16,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20090801,-9999,-9999,-9999,-9999,-9999,-9999,12,1,1,1.15,0,4.26,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20090901,-9999,-9999,-9999,-9999,-9999,-9999,8,3,3,3.27,0,9.76,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20091001,-9999,-9999,-9999,-9999,-9999,-9999,11,4,2,2.53,0,7.42,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20091101,-9999,-9999,-9999,-9999,-9999,-9999,5,0,0,0.30,0,1.29,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20091201,-9999,-9999,-9999,-9999,-9999,-9999,12,3,2,2.35,0,6.97,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20100101,-9999,-9999,-9999,-9999,-9999,-9999,12,7,0,0.90,0,6.77,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20100201,-9999,-9999,-9999,-9999,-9999,-9999,6,3,1,1.50,0,3.93,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20100301,-9999,-9999,-9999,-9999,-9999,-9999,3,2,1,1.62,0,3.10,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,726.9,18.06944,-66.14306,20100401,-9999,-9999,-9999,-9999,-9999,-9999,11,3,0,0.78,0,4.42,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,719.3,18.07167,-66.14278,20100501,-9999,-9999,-9999,-9999,-9999,-9999,16,6,5,3.20,0,12.90,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,719.3,18.07167,-66.14278,20100601,-9999,-9999,-9999,-9999,-9999,-9999,11,6,4,3.55,0,11.50,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,719.3,18.07167,-66.14278,20100701,-9999,-9999,-9999,-9999,-9999,-9999,19,9,5,3.62,0,14.40,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,719.3,18.07167,-66.14278,20100801,-9999,-9999,-9999,-9999,-9999,-9999,13,6,1,3.05,0,8.57,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,719.3,18.07167,-66.14278,20100901,-9999,-9999,-9999,-9999,-9999,-9999,11,4,1,1.55,0,5.98,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,719.3,18.07167,-66.14278,20101001,-9999,-9999,-9999,-9999,-9999,-9999,11,7,5,11.10,0,24.08,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,719.3,18.07167,-66.14278,20101101,-9999,-9999,-9999,-9999,-9999,-9999,13,5,2,3.46,0,9.15,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,719.3,18.07167,-66.14278,20101201,-9999,-9999,-9999,-9999,-9999,-9999,7,3,1,1.09,0,3.94,0.0,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,719.3,18.07167,-66.14278,20110101,-9999,-9999,-9999,-9999,-9999,-9999,7,1,0,0.53,-9999,1.94,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:RQC00664867,JAJOME ALTO US,719.3,18.07167,-66.14278,20110201,-9999,-9999,-9999,-9999,-9999,-9999,9,1,0,0.77,-9999,2.54,-9999,-9999,-9999,-9999,-9999,-9999
